ID,Ulasan,Label
1369,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1370,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1371,mobilnya MANTUL bgttt 😍👍,positif
1372,interiornya kyk mainan anak2 😬,negatif
1373,"td nya ragu, tp pas coba mantap jiwa",positif
1374,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1375,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1376,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1377,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1378,"gak nyesel beli ini sih, bener2 irit!!",positif
1379,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1380,interiornya kyk mainan anak2 😬,negatif
1381,"udah dapet diskon gede, performa mantep jg",positif
1382,"udah dapet diskon gede, performa mantep jg",positif
1383,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1384,"udah dapet diskon gede, performa mantep jg",positif
1385,"katanya irit, tp nyatanya boros cuy 😤",negatif
1386,mobilnya MANTUL bgttt 😍👍,positif
1387,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1388,murmer tp ga murahan 😁,positif
1389,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1390,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1391,puas bgt dah ama mobilnya 🚗💨,positif
1392,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1393,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1394,"katanya irit, tp nyatanya boros cuy 😤",negatif
1395,puas bgt dah ama mobilnya 🚗💨,positif
1396,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1397,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1398,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1399,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1400,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1401,murmer tp ga murahan 😁,positif
1402,puas bgt dah ama mobilnya 🚗💨,positif
1403,"td nya ragu, tp pas coba mantap jiwa",positif
1404,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1405,"td nya ragu, tp pas coba mantap jiwa",positif
1406,"td nya ragu, tp pas coba mantap jiwa",positif
1407,"gila sih ini, mesin berisik parah 😤",negatif
1408,murmer tp ga murahan 😁,positif
1409,mobilnya MANTUL bgttt 😍👍,positif
1410,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1411,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1412,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1413,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1414,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1415,"gila sih ini, mesin berisik parah 😤",negatif
1416,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1417,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1418,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1419,"td nya ragu, tp pas coba mantap jiwa",positif
1420,"gila sih ini, mesin berisik parah 😤",negatif
1421,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1422,"udah dapet diskon gede, performa mantep jg",positif
1423,"katanya irit, tp nyatanya boros cuy 😤",negatif
1424,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1425,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1426,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1427,"udah dapet diskon gede, performa mantep jg",positif
1428,interiornya kyk mainan anak2 😬,negatif
1429,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1430,puas bgt dah ama mobilnya 🚗💨,positif
1431,interiornya kyk mainan anak2 😬,negatif
1432,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1433,"td nya ragu, tp pas coba mantap jiwa",positif
1434,"td nya ragu, tp pas coba mantap jiwa",positif
1435,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1436,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1437,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1438,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1439,"udah dapet diskon gede, performa mantep jg",positif
1440,"gila sih ini, mesin berisik parah 😤",negatif
1441,puas bgt dah ama mobilnya 🚗💨,positif
1442,interiornya kyk mainan anak2 😬,negatif
1443,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1444,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1445,"gila sih ini, mesin berisik parah 😤",negatif
1446,"td nya ragu, tp pas coba mantap jiwa",positif
1447,puas bgt dah ama mobilnya 🚗💨,positif
1448,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1449,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1450,murmer tp ga murahan 😁,positif
1451,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1452,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1453,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1454,murmer tp ga murahan 😁,positif
1455,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1456,"gila sih ini, mesin berisik parah 😤",negatif
1457,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1458,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1459,"udah dapet diskon gede, performa mantep jg",positif
1460,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1461,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1462,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1463,"gila sih ini, mesin berisik parah 😤",negatif
1464,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1465,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1466,"udah dapet diskon gede, performa mantep jg",positif
1467,mobilnya MANTUL bgttt 😍👍,positif
1468,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1469,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1470,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1471,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1472,mobilnya MANTUL bgttt 😍👍,positif
1473,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1474,puas bgt dah ama mobilnya 🚗💨,positif
1475,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1476,murmer tp ga murahan 😁,positif
1477,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1478,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1479,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1480,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1481,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1482,"katanya irit, tp nyatanya boros cuy 😤",negatif
1483,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1484,puas bgt dah ama mobilnya 🚗💨,positif
1485,"udah dapet diskon gede, performa mantep jg",positif
1486,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1487,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1488,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1489,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1490,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1491,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1492,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1493,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1494,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1495,interiornya kyk mainan anak2 😬,negatif
1496,"udah dapet diskon gede, performa mantep jg",positif
1497,mobilnya MANTUL bgttt 😍👍,positif
1498,puas bgt dah ama mobilnya 🚗💨,positif
1499,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1500,mobilnya MANTUL bgttt 😍👍,positif
1501,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1502,"katanya irit, tp nyatanya boros cuy 😤",negatif
1503,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1504,mobilnya MANTUL bgttt 😍👍,positif
1505,"gak nyesel beli ini sih, bener2 irit!!",positif
1506,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1507,"td nya ragu, tp pas coba mantap jiwa",positif
1508,"gila sih ini, mesin berisik parah 😤",negatif
1509,"td nya ragu, tp pas coba mantap jiwa",positif
1510,"udah dapet diskon gede, performa mantep jg",positif
1511,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1512,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1513,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1514,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1515,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1516,"gak nyesel beli ini sih, bener2 irit!!",positif
1517,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1518,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1519,mobilnya MANTUL bgttt 😍👍,positif
1520,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1521,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1522,puas bgt dah ama mobilnya 🚗💨,positif
1523,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1524,"katanya irit, tp nyatanya boros cuy 😤",negatif
1525,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1526,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1527,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1528,mobilnya MANTUL bgttt 😍👍,positif
1529,mobilnya MANTUL bgttt 😍👍,positif
1530,"udah dapet diskon gede, performa mantep jg",positif
1531,interiornya kyk mainan anak2 😬,negatif
1532,"td nya ragu, tp pas coba mantap jiwa",positif
1533,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1534,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1535,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1536,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1537,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1538,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1539,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1540,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1541,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1542,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1543,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1544,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1545,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1546,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1547,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1548,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1549,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1550,murmer tp ga murahan 😁,positif
1551,"udah dapet diskon gede, performa mantep jg",positif
1552,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1553,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1554,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1555,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1556,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1557,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1558,puas bgt dah ama mobilnya 🚗💨,positif
1559,murmer tp ga murahan 😁,positif
1560,"katanya irit, tp nyatanya boros cuy 😤",negatif
1561,"td nya ragu, tp pas coba mantap jiwa",positif
1562,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1563,"katanya irit, tp nyatanya boros cuy 😤",negatif
1564,puas bgt dah ama mobilnya 🚗💨,positif
1565,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1566,"udah dapet diskon gede, performa mantep jg",positif
1567,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1568,interiornya kyk mainan anak2 😬,negatif
1569,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1570,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1571,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1572,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1573,puas bgt dah ama mobilnya 🚗💨,positif
1574,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1575,"udah dapet diskon gede, performa mantep jg",positif
1576,"td nya ragu, tp pas coba mantap jiwa",positif
1577,interiornya kyk mainan anak2 😬,negatif
1578,mobilnya MANTUL bgttt 😍👍,positif
1579,"udah dapet diskon gede, performa mantep jg",positif
1580,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1581,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1582,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1583,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1584,"gak nyesel beli ini sih, bener2 irit!!",positif
1585,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1586,puas bgt dah ama mobilnya 🚗💨,positif
1587,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1588,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1589,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1590,"udah dapet diskon gede, performa mantep jg",positif
1591,mobilnya MANTUL bgttt 😍👍,positif
1592,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1593,"katanya irit, tp nyatanya boros cuy 😤",negatif
1594,"td nya ragu, tp pas coba mantap jiwa",positif
1595,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1596,murmer tp ga murahan 😁,positif
1597,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1598,mobilnya MANTUL bgttt 😍👍,positif
1599,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1600,"gila sih ini, mesin berisik parah 😤",negatif
1601,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1602,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1603,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1604,"udah dapet diskon gede, performa mantep jg",positif
1605,"udah dapet diskon gede, performa mantep jg",positif
1606,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1607,"katanya irit, tp nyatanya boros cuy 😤",negatif
1608,"gila sih ini, mesin berisik parah 😤",negatif
1609,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1610,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1611,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1612,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1613,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1614,murmer tp ga murahan 😁,positif
1615,"td nya ragu, tp pas coba mantap jiwa",positif
1616,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1617,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1618,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1619,murmer tp ga murahan 😁,positif
1620,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1621,"td nya ragu, tp pas coba mantap jiwa",positif
1622,puas bgt dah ama mobilnya 🚗💨,positif
1623,interiornya kyk mainan anak2 😬,negatif
1624,murmer tp ga murahan 😁,positif
1625,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1626,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1627,"gila sih ini, mesin berisik parah 😤",negatif
1628,murmer tp ga murahan 😁,positif
1629,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1630,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1631,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1632,puas bgt dah ama mobilnya 🚗💨,positif
1633,interiornya kyk mainan anak2 😬,negatif
1634,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1635,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1636,interiornya kyk mainan anak2 😬,negatif
1637,mobilnya MANTUL bgttt 😍👍,positif
1638,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1639,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1640,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1641,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1642,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1643,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1644,puas bgt dah ama mobilnya 🚗💨,positif
1645,interiornya kyk mainan anak2 😬,negatif
1646,puas bgt dah ama mobilnya 🚗💨,positif
1647,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1648,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1649,"gak nyesel beli ini sih, bener2 irit!!",positif
1650,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1651,"td nya ragu, tp pas coba mantap jiwa",positif
1652,"td nya ragu, tp pas coba mantap jiwa",positif
1653,murmer tp ga murahan 😁,positif
1654,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1655,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1656,interiornya kyk mainan anak2 😬,negatif
1657,"gak nyesel beli ini sih, bener2 irit!!",positif
1658,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1659,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1660,"gila sih ini, mesin berisik parah 😤",negatif
1661,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1662,"gak nyesel beli ini sih, bener2 irit!!",positif
1663,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1664,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1665,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1666,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1667,mobilnya MANTUL bgttt 😍👍,positif
1668,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1669,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1670,interiornya kyk mainan anak2 😬,negatif
1671,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1672,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1673,"katanya irit, tp nyatanya boros cuy 😤",negatif
1674,puas bgt dah ama mobilnya 🚗💨,positif
1675,"katanya irit, tp nyatanya boros cuy 😤",negatif
1676,"gak nyesel beli ini sih, bener2 irit!!",positif
1677,"gila sih ini, mesin berisik parah 😤",negatif
1678,murmer tp ga murahan 😁,positif
1679,"gak nyesel beli ini sih, bener2 irit!!",positif
1680,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1681,"udah dapet diskon gede, performa mantep jg",positif
1682,"gak nyesel beli ini sih, bener2 irit!!",positif
1683,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1684,"gak nyesel beli ini sih, bener2 irit!!",positif
1685,"gak nyesel beli ini sih, bener2 irit!!",positif
1686,murmer tp ga murahan 😁,positif
1687,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1688,mobilnya MANTUL bgttt 😍👍,positif
1689,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1690,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1691,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1692,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1693,"gila sih ini, mesin berisik parah 😤",negatif
1694,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1695,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1696,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1697,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1698,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1699,interiornya kyk mainan anak2 😬,negatif
1700,"udah dapet diskon gede, performa mantep jg",positif
1701,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1702,"katanya irit, tp nyatanya boros cuy 😤",negatif
1703,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1704,"gak nyesel beli ini sih, bener2 irit!!",positif
1705,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1706,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1707,"td nya ragu, tp pas coba mantap jiwa",positif
1708,murmer tp ga murahan 😁,positif
1709,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1710,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1711,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1712,"katanya irit, tp nyatanya boros cuy 😤",negatif
1713,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1714,"td nya ragu, tp pas coba mantap jiwa",positif
1715,"td nya ragu, tp pas coba mantap jiwa",positif
1716,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1717,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1718,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1719,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1720,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1721,"gila sih ini, mesin berisik parah 😤",negatif
1722,"td nya ragu, tp pas coba mantap jiwa",positif
1723,"td nya ragu, tp pas coba mantap jiwa",positif
1724,"udah dapet diskon gede, performa mantep jg",positif
1725,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1726,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1727,mobilnya MANTUL bgttt 😍👍,positif
1728,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1729,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1730,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1731,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1732,murmer tp ga murahan 😁,positif
1733,"udah dapet diskon gede, performa mantep jg",positif
1734,"gila sih ini, mesin berisik parah 😤",negatif
1735,"gila sih ini, mesin berisik parah 😤",negatif
1736,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1737,murmer tp ga murahan 😁,positif
1738,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1739,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1740,murmer tp ga murahan 😁,positif
1741,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1742,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1743,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1744,"td nya ragu, tp pas coba mantap jiwa",positif
1745,"gak nyesel beli ini sih, bener2 irit!!",positif
1746,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1747,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1748,interiornya kyk mainan anak2 😬,negatif
1749,puas bgt dah ama mobilnya 🚗💨,positif
1750,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1751,"udah dapet diskon gede, performa mantep jg",positif
1752,"gila sih ini, mesin berisik parah 😤",negatif
1753,"udah dapet diskon gede, performa mantep jg",positif
1754,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1755,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1756,"katanya irit, tp nyatanya boros cuy 😤",negatif
1757,interiornya kyk mainan anak2 😬,negatif
1758,"gila sih ini, mesin berisik parah 😤",negatif
1759,"udah dapet diskon gede, performa mantep jg",positif
1760,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1761,"gak nyesel beli ini sih, bener2 irit!!",positif
1762,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1763,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1764,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1765,"udah dapet diskon gede, performa mantep jg",positif
1766,puas bgt dah ama mobilnya 🚗💨,positif
1767,"gila sih ini, mesin berisik parah 😤",negatif
1768,GA REKOMEN!! bnyk fitur fake news 😒,negatif
1769,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1770,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1771,puas bgt dah ama mobilnya 🚗💨,positif
1772,"bengkel jauh, ribet & ga ada sparepart 😩",negatif
1773,"td nya ragu, tp pas coba mantap jiwa",positif
1774,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1775,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1776,murmer tp ga murahan 😁,positif
1777,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1778,"gila sih ini, mesin berisik parah 😤",negatif
1779,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1780,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1781,"udah dapet diskon gede, performa mantep jg",positif
1782,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1783,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1784,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1785,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1786,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1787,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1788,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1789,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1790,"udah dapet diskon gede, performa mantep jg",positif
1791,"gak nyesel beli ini sih, bener2 irit!!",positif
1792,"katanya irit, tp nyatanya boros cuy 😤",negatif
1793,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1794,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1795,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1796,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1797,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1798,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1799,"beli karna diskon, tp nyesel abis2an 🤦‍♂️",negatif
1800,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1801,puas bgt dah ama mobilnya 🚗💨,positif
1802,murmer tp ga murahan 😁,positif
1803,mobilnya MANTUL bgttt 😍👍,positif
1804,"gila sih ini, mesin berisik parah 😤",negatif
1805,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1806,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1807,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1808,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1809,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1810,"gak nyesel beli ini sih, bener2 irit!!",positif
1811,"tdk sesuai ekspektasi gw, menyesal 😞",negatif
1812,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1813,"gila sih ini, mesin berisik parah 😤",negatif
1814,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1815,"Uda klaim garansi, tp dipingpong mulu 😠",negatif
1816,puas bgt dah ama mobilnya 🚗💨,positif
1817,"Handlingnya ga terlalu wow, tp msh enak 😎",positif
1818,mobilnya MANTUL bgttt 😍👍,positif
1819,"Pelayanan CS-nya B aja, slow respon 😑",negatif
1820,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1821,mobilnya MANTUL bgttt 😍👍,positif
1822,"gak nyesel beli ini sih, bener2 irit!!",positif
1823,"Baru beli tp udh mogok, ZONK bgt!!! 😡",negatif
1824,murmer tp ga murahan 😁,positif
1825,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1826,oke sih tp AC nya kadang2 suka lemot dikit 😅,positif
1827,"udh dipake bbrp bulan, masi oke aja nih 👌",positif
1828,"Desainnya cakep bgt, jd pengen nambah 1 lg 😆",positif
1829,"gak nyesel beli ini sih, bener2 irit!!",positif
1830,"gila sih ini, mesin berisik parah 😤",negatif
1831,murmer tp ga murahan 😁,positif
1832,murmer tp ga murahan 😁,positif
1833,"katanya irit, tp nyatanya boros cuy 😤",negatif
1834,mobilnya MANTUL bgttt 😍👍,positif
1835,puas bgt dah ama mobilnya 🚗💨,positif
1836,"udah dapet diskon gede, performa mantep jg",positif
