ID,Ulasan,Label
3056,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3057,Sangat cocok untuk keluarga kecil seperti saya,positif
3058,Suspensi terlalu keras membuat tidak nyaman,negatif
3059,Mesin cepat panas dan boros bahan bakar,negatif
3060,Mesin cepat panas dan boros bahan bakar,negatif
3061,Handling mobil ini luar biasa di jalan berliku,positif
3062,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3063,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3064,Fitur mobil sering error dan tidak berfungsi,negatif
3065,Showroom sangat membantu selama proses pembelian,positif
3066,Mobil sering mogok meskipun baru dibeli,negatif
3067,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3068,Suspensi terlalu keras membuat tidak nyaman,negatif
3069,Desain interiornya modern dan elegan,positif
3070,Suspensi terlalu keras membuat tidak nyaman,negatif
3071,Saya kecewa dengan kualitas interior yang murahan,negatif
3072,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3073,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3074,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3075,Fitur mobil sering error dan tidak berfungsi,negatif
3076,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3077,Garansi yang diberikan membuat saya merasa aman,positif
3078,Saya kecewa dengan kualitas interior yang murahan,negatif
3079,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3080,Handling mobil ini luar biasa di jalan berliku,positif
3081,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3082,Fitur mobil sering error dan tidak berfungsi,negatif
3083,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3084,Fitur mobil sering error dan tidak berfungsi,negatif
3085,Mobil sering mogok meskipun baru dibeli,negatif
3086,Suara mesin terlalu bising saat dikendarai,negatif
3087,Suara mesin terlalu bising saat dikendarai,negatif
3088,Showroom sangat membantu selama proses pembelian,positif
3089,AC mobil tidak dingin sejak pertama pakai,negatif
3090,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3091,Saya sangat puas dengan performa mesin mobil ini,positif
3092,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3093,Fitur mobil sering error dan tidak berfungsi,negatif
3094,Garansi yang diberikan membuat saya merasa aman,positif
3095,Showroom sangat membantu selama proses pembelian,positif
3096,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3097,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3098,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3099,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3100,Suspensi terlalu keras membuat tidak nyaman,negatif
3101,Showroom sangat membantu selama proses pembelian,positif
3102,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3103,Saya kecewa dengan kualitas interior yang murahan,negatif
3104,Saya sangat puas dengan performa mesin mobil ini,positif
3105,Sangat cocok untuk keluarga kecil seperti saya,positif
3106,Garansi yang diberikan membuat saya merasa aman,positif
3107,Sangat cocok untuk keluarga kecil seperti saya,positif
3108,Mesin cepat panas dan boros bahan bakar,negatif
3109,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3110,Garansi yang diberikan membuat saya merasa aman,positif
3111,Handling mobil ini luar biasa di jalan berliku,positif
3112,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3113,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3114,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3115,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3116,Desain interiornya modern dan elegan,positif
3117,AC mobil tidak dingin sejak pertama pakai,negatif
3118,Handling mobil ini luar biasa di jalan berliku,positif
3119,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3120,Handling mobil ini luar biasa di jalan berliku,positif
3121,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3122,Suara mesin terlalu bising saat dikendarai,negatif
3123,Fitur mobil sering error dan tidak berfungsi,negatif
3124,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3125,AC mobil tidak dingin sejak pertama pakai,negatif
3126,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3127,Suara mesin terlalu bising saat dikendarai,negatif
3128,Garansi yang diberikan membuat saya merasa aman,positif
3129,Saya kecewa dengan kualitas interior yang murahan,negatif
3130,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3131,Mobil sering mogok meskipun baru dibeli,negatif
3132,Fitur mobil sering error dan tidak berfungsi,negatif
3133,Showroom sangat membantu selama proses pembelian,positif
3134,Suspensi terlalu keras membuat tidak nyaman,negatif
3135,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3136,Mesin cepat panas dan boros bahan bakar,negatif
3137,Fitur mobil sering error dan tidak berfungsi,negatif
3138,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3139,Mesin cepat panas dan boros bahan bakar,negatif
3140,AC mobil tidak dingin sejak pertama pakai,negatif
3141,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3142,Mobil sering mogok meskipun baru dibeli,negatif
3143,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3144,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3145,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3146,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3147,AC mobil tidak dingin sejak pertama pakai,negatif
3148,Desain interiornya modern dan elegan,positif
3149,Mobil sering mogok meskipun baru dibeli,negatif
3150,Fitur mobil sering error dan tidak berfungsi,negatif
3151,Garansi yang diberikan membuat saya merasa aman,positif
3152,Suara mesin terlalu bising saat dikendarai,negatif
3153,Handling mobil ini luar biasa di jalan berliku,positif
3154,Suara mesin terlalu bising saat dikendarai,negatif
3155,Fitur mobil sering error dan tidak berfungsi,negatif
3156,AC mobil tidak dingin sejak pertama pakai,negatif
3157,Saya kecewa dengan kualitas interior yang murahan,negatif
3158,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3159,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3160,Handling mobil ini luar biasa di jalan berliku,positif
3161,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3162,Desain interiornya modern dan elegan,positif
3163,Saya kecewa dengan kualitas interior yang murahan,negatif
3164,Showroom sangat membantu selama proses pembelian,positif
3165,Desain interiornya modern dan elegan,positif
3166,Saya kecewa dengan kualitas interior yang murahan,negatif
3167,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3168,Suspensi terlalu keras membuat tidak nyaman,negatif
3169,Suara mesin terlalu bising saat dikendarai,negatif
3170,Handling mobil ini luar biasa di jalan berliku,positif
3171,AC mobil tidak dingin sejak pertama pakai,negatif
3172,Suara mesin terlalu bising saat dikendarai,negatif
3173,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3174,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3175,Saya kecewa dengan kualitas interior yang murahan,negatif
3176,Fitur mobil sering error dan tidak berfungsi,negatif
3177,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3178,Showroom sangat membantu selama proses pembelian,positif
3179,Saya sangat puas dengan performa mesin mobil ini,positif
3180,Fitur mobil sering error dan tidak berfungsi,negatif
3181,Showroom sangat membantu selama proses pembelian,positif
3182,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3183,Saya sangat puas dengan performa mesin mobil ini,positif
3184,Suspensi terlalu keras membuat tidak nyaman,negatif
3185,Mesin cepat panas dan boros bahan bakar,negatif
3186,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3187,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3188,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3189,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3190,Garansi yang diberikan membuat saya merasa aman,positif
3191,Garansi yang diberikan membuat saya merasa aman,positif
3192,Handling mobil ini luar biasa di jalan berliku,positif
3193,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3194,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3195,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3196,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3197,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3198,Mobil sering mogok meskipun baru dibeli,negatif
3199,Saya sangat puas dengan performa mesin mobil ini,positif
3200,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3201,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3202,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3203,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3204,Sangat cocok untuk keluarga kecil seperti saya,positif
3205,Mesin cepat panas dan boros bahan bakar,negatif
3206,Saya sangat puas dengan performa mesin mobil ini,positif
3207,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3208,Sangat cocok untuk keluarga kecil seperti saya,positif
3209,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3210,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3211,Handling mobil ini luar biasa di jalan berliku,positif
3212,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3213,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3214,Showroom sangat membantu selama proses pembelian,positif
3215,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3216,Mobil sering mogok meskipun baru dibeli,negatif
3217,Handling mobil ini luar biasa di jalan berliku,positif
3218,AC mobil tidak dingin sejak pertama pakai,negatif
3219,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3220,Garansi yang diberikan membuat saya merasa aman,positif
3221,Mobil sering mogok meskipun baru dibeli,negatif
3222,Desain interiornya modern dan elegan,positif
3223,Suara mesin terlalu bising saat dikendarai,negatif
3224,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3225,Showroom sangat membantu selama proses pembelian,positif
3226,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3227,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3228,Sangat cocok untuk keluarga kecil seperti saya,positif
3229,Garansi yang diberikan membuat saya merasa aman,positif
3230,Mobil sering mogok meskipun baru dibeli,negatif
3231,Mobil sering mogok meskipun baru dibeli,negatif
3232,Mesin cepat panas dan boros bahan bakar,negatif
3233,Suara mesin terlalu bising saat dikendarai,negatif
3234,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3235,Mesin cepat panas dan boros bahan bakar,negatif
3236,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3237,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3238,Mobil sering mogok meskipun baru dibeli,negatif
3239,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3240,Suspensi terlalu keras membuat tidak nyaman,negatif
3241,Suara mesin terlalu bising saat dikendarai,negatif
3242,Suara mesin terlalu bising saat dikendarai,negatif
3243,Mobil sering mogok meskipun baru dibeli,negatif
3244,Handling mobil ini luar biasa di jalan berliku,positif
3245,Showroom sangat membantu selama proses pembelian,positif
3246,Fitur mobil sering error dan tidak berfungsi,negatif
3247,Suara mesin terlalu bising saat dikendarai,negatif
3248,Saya kecewa dengan kualitas interior yang murahan,negatif
3249,Handling mobil ini luar biasa di jalan berliku,positif
3250,Showroom sangat membantu selama proses pembelian,positif
3251,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3252,Garansi yang diberikan membuat saya merasa aman,positif
3253,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3254,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3255,Desain interiornya modern dan elegan,positif
3256,Sangat cocok untuk keluarga kecil seperti saya,positif
3257,Mobil sering mogok meskipun baru dibeli,negatif
3258,Garansi yang diberikan membuat saya merasa aman,positif
3259,Desain interiornya modern dan elegan,positif
3260,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3261,Saya kecewa dengan kualitas interior yang murahan,negatif
3262,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3263,Mobil sering mogok meskipun baru dibeli,negatif
3264,Saya kecewa dengan kualitas interior yang murahan,negatif
3265,AC mobil tidak dingin sejak pertama pakai,negatif
3266,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3267,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3268,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3269,Handling mobil ini luar biasa di jalan berliku,positif
3270,Fitur mobil sering error dan tidak berfungsi,negatif
3271,Mobil sering mogok meskipun baru dibeli,negatif
3272,Suara mesin terlalu bising saat dikendarai,negatif
3273,Saya sangat puas dengan performa mesin mobil ini,positif
3274,AC mobil tidak dingin sejak pertama pakai,negatif
3275,AC mobil tidak dingin sejak pertama pakai,negatif
3276,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3277,Suspensi terlalu keras membuat tidak nyaman,negatif
3278,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3279,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3280,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3281,Garansi yang diberikan membuat saya merasa aman,positif
3282,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3283,Saya kecewa dengan kualitas interior yang murahan,negatif
3284,Garansi yang diberikan membuat saya merasa aman,positif
3285,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3286,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3287,Sangat cocok untuk keluarga kecil seperti saya,positif
3288,Handling mobil ini luar biasa di jalan berliku,positif
3289,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3290,Sangat cocok untuk keluarga kecil seperti saya,positif
3291,Saya sangat puas dengan performa mesin mobil ini,positif
3292,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3293,AC mobil tidak dingin sejak pertama pakai,negatif
3294,Mesin cepat panas dan boros bahan bakar,negatif
3295,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3296,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3297,Handling mobil ini luar biasa di jalan berliku,positif
3298,Mobil sering mogok meskipun baru dibeli,negatif
3299,Fitur mobil sering error dan tidak berfungsi,negatif
3300,AC mobil tidak dingin sejak pertama pakai,negatif
3301,Sangat cocok untuk keluarga kecil seperti saya,positif
3302,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3303,Showroom sangat membantu selama proses pembelian,positif
3304,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3305,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3306,Saya kecewa dengan kualitas interior yang murahan,negatif
3307,Saya sangat puas dengan performa mesin mobil ini,positif
3308,Handling mobil ini luar biasa di jalan berliku,positif
3309,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3310,Suara mesin terlalu bising saat dikendarai,negatif
3311,Mesin cepat panas dan boros bahan bakar,negatif
3312,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3313,AC mobil tidak dingin sejak pertama pakai,negatif
3314,Suspensi terlalu keras membuat tidak nyaman,negatif
3315,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3316,Desain interiornya modern dan elegan,positif
3317,Saya sangat puas dengan performa mesin mobil ini,positif
3318,Handling mobil ini luar biasa di jalan berliku,positif
3319,Showroom sangat membantu selama proses pembelian,positif
3320,Handling mobil ini luar biasa di jalan berliku,positif
3321,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3322,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3323,AC mobil tidak dingin sejak pertama pakai,negatif
3324,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3325,Suspensi terlalu keras membuat tidak nyaman,negatif
3326,Suara mesin terlalu bising saat dikendarai,negatif
3327,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3328,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3329,Mesin cepat panas dan boros bahan bakar,negatif
3330,Saya kecewa dengan kualitas interior yang murahan,negatif
3331,Mobil sering mogok meskipun baru dibeli,negatif
3332,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3333,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3334,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3335,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3336,AC mobil tidak dingin sejak pertama pakai,negatif
3337,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3338,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3339,Saya sangat puas dengan performa mesin mobil ini,positif
3340,Fitur mobil sering error dan tidak berfungsi,negatif
3341,Fitur mobil sering error dan tidak berfungsi,negatif
3342,Desain interiornya modern dan elegan,positif
3343,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3344,Mesin cepat panas dan boros bahan bakar,negatif
3345,Mesin cepat panas dan boros bahan bakar,negatif
3346,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3347,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3348,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3349,Garansi yang diberikan membuat saya merasa aman,positif
3350,Garansi yang diberikan membuat saya merasa aman,positif
3351,Suara mesin terlalu bising saat dikendarai,negatif
3352,Mobil sering mogok meskipun baru dibeli,negatif
3353,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3354,Mesin cepat panas dan boros bahan bakar,negatif
3355,Suara mesin terlalu bising saat dikendarai,negatif
3356,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3357,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3358,Saya sangat puas dengan performa mesin mobil ini,positif
3359,Fitur mobil sering error dan tidak berfungsi,negatif
3360,Handling mobil ini luar biasa di jalan berliku,positif
3361,Garansi yang diberikan membuat saya merasa aman,positif
3362,Saya sangat puas dengan performa mesin mobil ini,positif
3363,Mobil sering mogok meskipun baru dibeli,negatif
3364,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3365,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3366,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3367,Mesin cepat panas dan boros bahan bakar,negatif
3368,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3369,Suspensi terlalu keras membuat tidak nyaman,negatif
3370,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3371,Garansi yang diberikan membuat saya merasa aman,positif
3372,Garansi yang diberikan membuat saya merasa aman,positif
3373,Desain interiornya modern dan elegan,positif
3374,Desain interiornya modern dan elegan,positif
3375,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3376,Mobil sering mogok meskipun baru dibeli,negatif
3377,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3378,Saya kecewa dengan kualitas interior yang murahan,negatif
3379,Mesin cepat panas dan boros bahan bakar,negatif
3380,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3381,Garansi yang diberikan membuat saya merasa aman,positif
3382,Suara mesin terlalu bising saat dikendarai,negatif
3383,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3384,Desain interiornya modern dan elegan,positif
3385,AC mobil tidak dingin sejak pertama pakai,negatif
3386,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3387,AC mobil tidak dingin sejak pertama pakai,negatif
3388,Saya kecewa dengan kualitas interior yang murahan,negatif
3389,Saya sangat puas dengan performa mesin mobil ini,positif
3390,Fitur mobil sering error dan tidak berfungsi,negatif
3391,Suspensi terlalu keras membuat tidak nyaman,negatif
3392,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3393,Garansi yang diberikan membuat saya merasa aman,positif
3394,Showroom sangat membantu selama proses pembelian,positif
3395,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3396,Suara mesin terlalu bising saat dikendarai,negatif
3397,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3398,Showroom sangat membantu selama proses pembelian,positif
3399,Sangat cocok untuk keluarga kecil seperti saya,positif
3400,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3401,Handling mobil ini luar biasa di jalan berliku,positif
3402,Desain interiornya modern dan elegan,positif
3403,Mesin cepat panas dan boros bahan bakar,negatif
3404,Saya sangat puas dengan performa mesin mobil ini,positif
3405,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3406,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3407,Saya sangat puas dengan performa mesin mobil ini,positif
3408,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3409,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3410,AC mobil tidak dingin sejak pertama pakai,negatif
3411,Showroom sangat membantu selama proses pembelian,positif
3412,Saya kecewa dengan kualitas interior yang murahan,negatif
3413,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3414,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3415,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3416,Suspensi terlalu keras membuat tidak nyaman,negatif
3417,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3418,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3419,AC mobil tidak dingin sejak pertama pakai,negatif
3420,Mesin cepat panas dan boros bahan bakar,negatif
3421,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3422,Desain interiornya modern dan elegan,positif
3423,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3424,Saya sangat puas dengan performa mesin mobil ini,positif
3425,Saya kecewa dengan kualitas interior yang murahan,negatif
3426,Sangat cocok untuk keluarga kecil seperti saya,positif
3427,Garansi yang diberikan membuat saya merasa aman,positif
3428,Fitur mobil sering error dan tidak berfungsi,negatif
3429,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3430,Suara mesin terlalu bising saat dikendarai,negatif
3431,Garansi yang diberikan membuat saya merasa aman,positif
3432,Suspensi terlalu keras membuat tidak nyaman,negatif
3433,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3434,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3435,Suspensi terlalu keras membuat tidak nyaman,negatif
3436,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3437,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3438,Saya sangat puas dengan performa mesin mobil ini,positif
3439,Fitur mobil sering error dan tidak berfungsi,negatif
3440,Showroom sangat membantu selama proses pembelian,positif
3441,Saya sangat puas dengan performa mesin mobil ini,positif
3442,Garansi yang diberikan membuat saya merasa aman,positif
3443,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3444,Desain interiornya modern dan elegan,positif
3445,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3446,Mobil sering mogok meskipun baru dibeli,negatif
3447,Suara mesin terlalu bising saat dikendarai,negatif
3448,Showroom sangat membantu selama proses pembelian,positif
3449,Saya sangat puas dengan performa mesin mobil ini,positif
3450,Showroom sangat membantu selama proses pembelian,positif
3451,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3452,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3453,Mesin cepat panas dan boros bahan bakar,negatif
3454,Sangat cocok untuk keluarga kecil seperti saya,positif
3455,Garansi yang diberikan membuat saya merasa aman,positif
3456,AC mobil tidak dingin sejak pertama pakai,negatif
3457,Mesin cepat panas dan boros bahan bakar,negatif
3458,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3459,Showroom sangat membantu selama proses pembelian,positif
3460,Saya sangat puas dengan performa mesin mobil ini,positif
3461,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3462,Saya kecewa dengan kualitas interior yang murahan,negatif
3463,Saya kecewa dengan kualitas interior yang murahan,negatif
3464,AC mobil tidak dingin sejak pertama pakai,negatif
3465,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3466,Garansi yang diberikan membuat saya merasa aman,positif
3467,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3468,Suspensi terlalu keras membuat tidak nyaman,negatif
3469,Sangat cocok untuk keluarga kecil seperti saya,positif
3470,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3471,Mobil sering mogok meskipun baru dibeli,negatif
3472,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3473,AC mobil tidak dingin sejak pertama pakai,negatif
3474,Handling mobil ini luar biasa di jalan berliku,positif
3475,Saya sangat puas dengan performa mesin mobil ini,positif
3476,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3477,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3478,Mesin cepat panas dan boros bahan bakar,negatif
3479,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3480,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3481,Harga tidak sebanding dengan kualitas yang diberikan,negatif
3482,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3483,Handling mobil ini luar biasa di jalan berliku,positif
3484,AC mobil tidak dingin sejak pertama pakai,negatif
3485,Mesin cepat panas dan boros bahan bakar,negatif
3486,Saya kecewa dengan kualitas interior yang murahan,negatif
3487,Handling mobil ini luar biasa di jalan berliku,positif
3488,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3489,Mobil sering mogok meskipun baru dibeli,negatif
3490,Showroom sangat membantu selama proses pembelian,positif
3491,Suara mesin terlalu bising saat dikendarai,negatif
3492,Mesin cepat panas dan boros bahan bakar,negatif
3493,Desain interiornya modern dan elegan,positif
3494,Handling mobil ini luar biasa di jalan berliku,positif
3495,Mesin cepat panas dan boros bahan bakar,negatif
3496,Suara mesin terlalu bising saat dikendarai,negatif
3497,Suara mesin terlalu bising saat dikendarai,negatif
3498,Suspensi terlalu keras membuat tidak nyaman,negatif
3499,Sangat cocok untuk keluarga kecil seperti saya,positif
3500,Garansi yang diberikan membuat saya merasa aman,positif
3501,Suara mesin terlalu bising saat dikendarai,negatif
3502,AC mobil tidak dingin sejak pertama pakai,negatif
3503,Suara mesin terlalu bising saat dikendarai,negatif
3504,Desain interiornya modern dan elegan,positif
3505,Showroom sangat membantu selama proses pembelian,positif
3506,Saya kecewa dengan kualitas interior yang murahan,negatif
3507,AC mobil tidak dingin sejak pertama pakai,negatif
3508,Sangat cocok untuk keluarga kecil seperti saya,positif
3509,Mobil sering mogok meskipun baru dibeli,negatif
3510,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3511,Saya kecewa dengan kualitas interior yang murahan,negatif
3512,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3513,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
3514,Mobil sering mogok meskipun baru dibeli,negatif
3515,Mobil sering mogok meskipun baru dibeli,negatif
3516,AC mobil tidak dingin sejak pertama pakai,negatif
3517,Desain interiornya modern dan elegan,positif
3518,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3519,AC mobil tidak dingin sejak pertama pakai,negatif
3520,Mobil sering mogok meskipun baru dibeli,negatif
3521,Suspensi terlalu keras membuat tidak nyaman,negatif
3522,Handling mobil ini luar biasa di jalan berliku,positif
3523,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
3524,Pelayanan di bengkel luar biasa dan sangat cepat,positif
3525,Desain interiornya modern dan elegan,positif
3526,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
3527,Desain interiornya modern dan elegan,positif
3528,Suspensi terlalu keras membuat tidak nyaman,negatif
3529,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
3530,Dealer tidak responsif terhadap keluhan pelanggan,negatif
3531,Showroom sangat membantu selama proses pembelian,positif
3532,Suspensi terlalu keras membuat tidak nyaman,negatif
3533,Sangat cocok untuk keluarga kecil seperti saya,positif
