ID,Ulasan,Label
1300,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1301,Suspensi terlalu keras membuat tidak nyaman,negatif
1302,Handling mobil ini luar biasa di jalan berliku,positif
1303,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1304,Fitur mobil sering error dan tidak berfungsi,negatif
1305,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1306,Saya kecewa dengan kualitas interior yang murahan,negatif
1307,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1308,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1309,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1310,Suspensi terlalu keras membuat tidak nyaman,negatif
1311,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1312,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1313,Mobil sering mogok meskipun baru dibeli,negatif
1314,Suara mesin terlalu bising saat dikendarai,negatif
1315,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1316,Mesin cepat panas dan boros bahan bakar,negatif
1317,Mobil sering mogok meskipun baru dibeli,negatif
1318,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1319,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1320,Suara mesin terlalu bising saat dikendarai,negatif
1321,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1322,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1323,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1324,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1325,Handling mobil ini luar biasa di jalan berliku,positif
1326,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1327,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1328,Garansi yang diberikan membuat saya merasa aman,positif
1329,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1330,Fitur mobil sering error dan tidak berfungsi,negatif
1331,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1332,Fitur mobil sering error dan tidak berfungsi,negatif
1333,Garansi yang diberikan membuat saya merasa aman,positif
1334,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1335,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1336,Sangat cocok untuk keluarga kecil seperti saya,positif
1337,AC mobil tidak dingin sejak pertama pakai,negatif
1338,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1339,Suara mesin terlalu bising saat dikendarai,negatif
1340,Garansi yang diberikan membuat saya merasa aman,positif
1341,Suara mesin terlalu bising saat dikendarai,negatif
1342,Suspensi terlalu keras membuat tidak nyaman,negatif
1343,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1344,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1345,Sangat cocok untuk keluarga kecil seperti saya,positif
1346,Mobil sering mogok meskipun baru dibeli,negatif
1347,Mesin cepat panas dan boros bahan bakar,negatif
1348,Handling mobil ini luar biasa di jalan berliku,positif
1349,Suspensi terlalu keras membuat tidak nyaman,negatif
1350,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1351,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1352,Suara mesin terlalu bising saat dikendarai,negatif
1353,Mesin cepat panas dan boros bahan bakar,negatif
1354,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1355,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1356,Handling mobil ini luar biasa di jalan berliku,positif
1357,Saya kecewa dengan kualitas interior yang murahan,negatif
1358,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1359,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1360,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1361,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1362,Garansi yang diberikan membuat saya merasa aman,positif
1363,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1364,Mobil sering mogok meskipun baru dibeli,negatif
1365,Garansi yang diberikan membuat saya merasa aman,positif
1366,Desain interiornya modern dan elegan,positif
1367,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1368,Saya sangat puas dengan performa mesin mobil ini,positif
1369,Saya sangat puas dengan performa mesin mobil ini,positif
1370,Garansi yang diberikan membuat saya merasa aman,positif
1371,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1372,Saya sangat puas dengan performa mesin mobil ini,positif
1373,Saya sangat puas dengan performa mesin mobil ini,positif
1374,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1375,AC mobil tidak dingin sejak pertama pakai,negatif
1376,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1377,Suspensi terlalu keras membuat tidak nyaman,negatif
1378,Garansi yang diberikan membuat saya merasa aman,positif
1379,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1380,Suara mesin terlalu bising saat dikendarai,negatif
1381,Suspensi terlalu keras membuat tidak nyaman,negatif
1382,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1383,Handling mobil ini luar biasa di jalan berliku,positif
1384,Mobil sering mogok meskipun baru dibeli,negatif
1385,Suspensi terlalu keras membuat tidak nyaman,negatif
1386,Fitur mobil sering error dan tidak berfungsi,negatif
1387,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1388,Handling mobil ini luar biasa di jalan berliku,positif
1389,Showroom sangat membantu selama proses pembelian,positif
1390,Garansi yang diberikan membuat saya merasa aman,positif
1391,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1392,AC mobil tidak dingin sejak pertama pakai,negatif
1393,Garansi yang diberikan membuat saya merasa aman,positif
1394,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1395,Saya kecewa dengan kualitas interior yang murahan,negatif
1396,Saya kecewa dengan kualitas interior yang murahan,negatif
1397,Garansi yang diberikan membuat saya merasa aman,positif
1398,Handling mobil ini luar biasa di jalan berliku,positif
1399,Suara mesin terlalu bising saat dikendarai,negatif
1400,Garansi yang diberikan membuat saya merasa aman,positif
1401,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1402,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1403,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1404,Saya kecewa dengan kualitas interior yang murahan,negatif
1405,Desain interiornya modern dan elegan,positif
1406,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1407,AC mobil tidak dingin sejak pertama pakai,negatif
1408,Fitur mobil sering error dan tidak berfungsi,negatif
1409,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1410,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1411,Suara mesin terlalu bising saat dikendarai,negatif
1412,Sangat cocok untuk keluarga kecil seperti saya,positif
1413,Fitur mobil sering error dan tidak berfungsi,negatif
1414,Desain interiornya modern dan elegan,positif
1415,Handling mobil ini luar biasa di jalan berliku,positif
1416,Showroom sangat membantu selama proses pembelian,positif
1417,Suspensi terlalu keras membuat tidak nyaman,negatif
1418,Sangat cocok untuk keluarga kecil seperti saya,positif
1419,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1420,AC mobil tidak dingin sejak pertama pakai,negatif
1421,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1422,Suspensi terlalu keras membuat tidak nyaman,negatif
1423,Handling mobil ini luar biasa di jalan berliku,positif
1424,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1425,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1426,Mesin cepat panas dan boros bahan bakar,negatif
1427,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1428,Handling mobil ini luar biasa di jalan berliku,positif
1429,Saya sangat puas dengan performa mesin mobil ini,positif
1430,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1431,Saya kecewa dengan kualitas interior yang murahan,negatif
1432,Desain interiornya modern dan elegan,positif
1433,Saya kecewa dengan kualitas interior yang murahan,negatif
1434,Showroom sangat membantu selama proses pembelian,positif
1435,Suspensi terlalu keras membuat tidak nyaman,negatif
1436,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1437,Showroom sangat membantu selama proses pembelian,positif
1438,Fitur mobil sering error dan tidak berfungsi,negatif
1439,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1440,Mesin cepat panas dan boros bahan bakar,negatif
1441,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1442,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1443,Sangat cocok untuk keluarga kecil seperti saya,positif
1444,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1445,Desain interiornya modern dan elegan,positif
1446,Suara mesin terlalu bising saat dikendarai,negatif
1447,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1448,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1449,Garansi yang diberikan membuat saya merasa aman,positif
1450,Suspensi terlalu keras membuat tidak nyaman,negatif
1451,Saya sangat puas dengan performa mesin mobil ini,positif
1452,Garansi yang diberikan membuat saya merasa aman,positif
1453,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1454,Desain interiornya modern dan elegan,positif
1455,Showroom sangat membantu selama proses pembelian,positif
1456,Mobil sering mogok meskipun baru dibeli,negatif
1457,Suara mesin terlalu bising saat dikendarai,negatif
1458,Desain interiornya modern dan elegan,positif
1459,Fitur mobil sering error dan tidak berfungsi,negatif
1460,Garansi yang diberikan membuat saya merasa aman,positif
1461,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1462,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1463,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1464,Saya sangat puas dengan performa mesin mobil ini,positif
1465,Saya kecewa dengan kualitas interior yang murahan,negatif
1466,Suspensi terlalu keras membuat tidak nyaman,negatif
1467,Mobil sering mogok meskipun baru dibeli,negatif
1468,Showroom sangat membantu selama proses pembelian,positif
1469,Handling mobil ini luar biasa di jalan berliku,positif
1470,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1471,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1472,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1473,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1474,Saya sangat puas dengan performa mesin mobil ini,positif
1475,Mesin cepat panas dan boros bahan bakar,negatif
1476,Sangat cocok untuk keluarga kecil seperti saya,positif
1477,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1478,Desain interiornya modern dan elegan,positif
1479,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1480,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1481,Saya kecewa dengan kualitas interior yang murahan,negatif
1482,Handling mobil ini luar biasa di jalan berliku,positif
1483,Mesin cepat panas dan boros bahan bakar,negatif
1484,Suspensi terlalu keras membuat tidak nyaman,negatif
1485,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1486,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1487,Desain interiornya modern dan elegan,positif
1488,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1489,Handling mobil ini luar biasa di jalan berliku,positif
1490,Garansi yang diberikan membuat saya merasa aman,positif
1491,Suara mesin terlalu bising saat dikendarai,negatif
1492,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1493,Saya sangat puas dengan performa mesin mobil ini,positif
1494,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1495,Mesin cepat panas dan boros bahan bakar,negatif
1496,Saya sangat puas dengan performa mesin mobil ini,positif
1497,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1498,Fitur mobil sering error dan tidak berfungsi,negatif
1499,Mobil sering mogok meskipun baru dibeli,negatif
1500,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1501,Garansi yang diberikan membuat saya merasa aman,positif
1502,Fitur mobil sering error dan tidak berfungsi,negatif
1503,Mesin cepat panas dan boros bahan bakar,negatif
1504,Garansi yang diberikan membuat saya merasa aman,positif
1505,AC mobil tidak dingin sejak pertama pakai,negatif
1506,Saya sangat puas dengan performa mesin mobil ini,positif
1507,Saya sangat puas dengan performa mesin mobil ini,positif
1508,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1509,Showroom sangat membantu selama proses pembelian,positif
1510,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1511,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1512,Handling mobil ini luar biasa di jalan berliku,positif
1513,Fitur mobil sering error dan tidak berfungsi,negatif
1514,Desain interiornya modern dan elegan,positif
1515,Mobil sering mogok meskipun baru dibeli,negatif
1516,Mesin cepat panas dan boros bahan bakar,negatif
1517,Suara mesin terlalu bising saat dikendarai,negatif
1518,Suara mesin terlalu bising saat dikendarai,negatif
1519,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1520,Suspensi terlalu keras membuat tidak nyaman,negatif
1521,Suspensi terlalu keras membuat tidak nyaman,negatif
1522,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1523,Sangat cocok untuk keluarga kecil seperti saya,positif
1524,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1525,Fitur mobil sering error dan tidak berfungsi,negatif
1526,Suspensi terlalu keras membuat tidak nyaman,negatif
1527,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1528,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1529,Saya sangat puas dengan performa mesin mobil ini,positif
1530,Fitur mobil sering error dan tidak berfungsi,negatif
1531,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1532,AC mobil tidak dingin sejak pertama pakai,negatif
1533,AC mobil tidak dingin sejak pertama pakai,negatif
1534,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1535,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1536,Mesin cepat panas dan boros bahan bakar,negatif
1537,Saya kecewa dengan kualitas interior yang murahan,negatif
1538,Suspensi terlalu keras membuat tidak nyaman,negatif
1539,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1540,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1541,Suspensi terlalu keras membuat tidak nyaman,negatif
1542,Suspensi terlalu keras membuat tidak nyaman,negatif
1543,Suspensi terlalu keras membuat tidak nyaman,negatif
1544,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1545,Mesin cepat panas dan boros bahan bakar,negatif
1546,Sangat cocok untuk keluarga kecil seperti saya,positif
1547,Saya kecewa dengan kualitas interior yang murahan,negatif
1548,Showroom sangat membantu selama proses pembelian,positif
1549,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1550,Mesin cepat panas dan boros bahan bakar,negatif
1551,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1552,Showroom sangat membantu selama proses pembelian,positif
1553,Sangat cocok untuk keluarga kecil seperti saya,positif
1554,Suspensi terlalu keras membuat tidak nyaman,negatif
1555,Suspensi terlalu keras membuat tidak nyaman,negatif
1556,Desain interiornya modern dan elegan,positif
1557,Garansi yang diberikan membuat saya merasa aman,positif
1558,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1559,Sangat cocok untuk keluarga kecil seperti saya,positif
1560,Suara mesin terlalu bising saat dikendarai,negatif
1561,Saya kecewa dengan kualitas interior yang murahan,negatif
1562,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1563,Showroom sangat membantu selama proses pembelian,positif
1564,Garansi yang diberikan membuat saya merasa aman,positif
1565,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1566,AC mobil tidak dingin sejak pertama pakai,negatif
1567,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1568,Handling mobil ini luar biasa di jalan berliku,positif
1569,Garansi yang diberikan membuat saya merasa aman,positif
1570,Showroom sangat membantu selama proses pembelian,positif
1571,Sangat cocok untuk keluarga kecil seperti saya,positif
1572,Saya kecewa dengan kualitas interior yang murahan,negatif
1573,Suara mesin terlalu bising saat dikendarai,negatif
1574,Suspensi terlalu keras membuat tidak nyaman,negatif
1575,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1576,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1577,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1578,Suspensi terlalu keras membuat tidak nyaman,negatif
1579,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1580,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1581,Suara mesin terlalu bising saat dikendarai,negatif
1582,Garansi yang diberikan membuat saya merasa aman,positif
1583,Mobil sering mogok meskipun baru dibeli,negatif
1584,Suara mesin terlalu bising saat dikendarai,negatif
1585,Showroom sangat membantu selama proses pembelian,positif
1586,Suspensi terlalu keras membuat tidak nyaman,negatif
1587,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1588,Sangat cocok untuk keluarga kecil seperti saya,positif
1589,Handling mobil ini luar biasa di jalan berliku,positif
1590,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1591,Saya sangat puas dengan performa mesin mobil ini,positif
1592,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1593,Garansi yang diberikan membuat saya merasa aman,positif
1594,Saya sangat puas dengan performa mesin mobil ini,positif
1595,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1596,Saya sangat puas dengan performa mesin mobil ini,positif
1597,Showroom sangat membantu selama proses pembelian,positif
1598,Saya kecewa dengan kualitas interior yang murahan,negatif
1599,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1600,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1601,AC mobil tidak dingin sejak pertama pakai,negatif
1602,Handling mobil ini luar biasa di jalan berliku,positif
1603,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1604,Fitur mobil sering error dan tidak berfungsi,negatif
1605,Suara mesin terlalu bising saat dikendarai,negatif
1606,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1607,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1608,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1609,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1610,Suspensi terlalu keras membuat tidak nyaman,negatif
1611,Mobil sering mogok meskipun baru dibeli,negatif
1612,Saya kecewa dengan kualitas interior yang murahan,negatif
1613,Suara mesin terlalu bising saat dikendarai,negatif
1614,AC mobil tidak dingin sejak pertama pakai,negatif
1615,Garansi yang diberikan membuat saya merasa aman,positif
1616,Garansi yang diberikan membuat saya merasa aman,positif
1617,Desain interiornya modern dan elegan,positif
1618,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1619,Mobil sering mogok meskipun baru dibeli,negatif
1620,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1621,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1622,Suara mesin terlalu bising saat dikendarai,negatif
1623,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1624,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1625,Fitur mobil sering error dan tidak berfungsi,negatif
1626,Fitur mobil sering error dan tidak berfungsi,negatif
1627,Garansi yang diberikan membuat saya merasa aman,positif
1628,Saya sangat puas dengan performa mesin mobil ini,positif
1629,AC mobil tidak dingin sejak pertama pakai,negatif
1630,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1631,Mesin cepat panas dan boros bahan bakar,negatif
1632,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1633,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1634,Fitur mobil sering error dan tidak berfungsi,negatif
1635,Saya sangat puas dengan performa mesin mobil ini,positif
1636,Desain interiornya modern dan elegan,positif
1637,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1638,Saya sangat puas dengan performa mesin mobil ini,positif
1639,Garansi yang diberikan membuat saya merasa aman,positif
1640,Sangat cocok untuk keluarga kecil seperti saya,positif
1641,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1642,Fitur mobil sering error dan tidak berfungsi,negatif
1643,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1644,Saya kecewa dengan kualitas interior yang murahan,negatif
1645,Mobil sering mogok meskipun baru dibeli,negatif
1646,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1647,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1648,Mobil sering mogok meskipun baru dibeli,negatif
1649,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1650,Garansi yang diberikan membuat saya merasa aman,positif
1651,Mesin cepat panas dan boros bahan bakar,negatif
1652,Mobil sering mogok meskipun baru dibeli,negatif
1653,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1654,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1655,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1656,Suspensi terlalu keras membuat tidak nyaman,negatif
1657,Handling mobil ini luar biasa di jalan berliku,positif
1658,Suara mesin terlalu bising saat dikendarai,negatif
1659,Handling mobil ini luar biasa di jalan berliku,positif
1660,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1661,Fitur mobil sering error dan tidak berfungsi,negatif
1662,Fitur mobil sering error dan tidak berfungsi,negatif
1663,Mesin cepat panas dan boros bahan bakar,negatif
1664,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1665,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1666,Mobil sering mogok meskipun baru dibeli,negatif
1667,Showroom sangat membantu selama proses pembelian,positif
1668,Mesin cepat panas dan boros bahan bakar,negatif
1669,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1670,Suspensi terlalu keras membuat tidak nyaman,negatif
1671,Handling mobil ini luar biasa di jalan berliku,positif
1672,Handling mobil ini luar biasa di jalan berliku,positif
1673,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1674,Saya kecewa dengan kualitas interior yang murahan,negatif
1675,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1676,Mesin cepat panas dan boros bahan bakar,negatif
1677,Mesin cepat panas dan boros bahan bakar,negatif
1678,Desain interiornya modern dan elegan,positif
1679,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1680,Showroom sangat membantu selama proses pembelian,positif
1681,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1682,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1683,AC mobil tidak dingin sejak pertama pakai,negatif
1684,Saya sangat puas dengan performa mesin mobil ini,positif
1685,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1686,Mobil sering mogok meskipun baru dibeli,negatif
1687,Suspensi terlalu keras membuat tidak nyaman,negatif
1688,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1689,Sangat cocok untuk keluarga kecil seperti saya,positif
1690,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1691,Sangat cocok untuk keluarga kecil seperti saya,positif
1692,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1693,AC mobil tidak dingin sejak pertama pakai,negatif
1694,Fitur mobil sering error dan tidak berfungsi,negatif
1695,Mobil sering mogok meskipun baru dibeli,negatif
1696,Handling mobil ini luar biasa di jalan berliku,positif
1697,Suara mesin terlalu bising saat dikendarai,negatif
1698,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1699,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1700,Mobil sering mogok meskipun baru dibeli,negatif
1701,Saya sangat puas dengan performa mesin mobil ini,positif
1702,Handling mobil ini luar biasa di jalan berliku,positif
1703,Handling mobil ini luar biasa di jalan berliku,positif
1704,AC mobil tidak dingin sejak pertama pakai,negatif
1705,Handling mobil ini luar biasa di jalan berliku,positif
1706,Suara mesin terlalu bising saat dikendarai,negatif
1707,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1708,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1709,Desain interiornya modern dan elegan,positif
1710,Mobil sering mogok meskipun baru dibeli,negatif
1711,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1712,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1713,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1714,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1715,AC mobil tidak dingin sejak pertama pakai,negatif
1716,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1717,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
1718,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1719,Suspensi terlalu keras membuat tidak nyaman,negatif
1720,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1721,Suara mesin terlalu bising saat dikendarai,negatif
1722,Saya kecewa dengan kualitas interior yang murahan,negatif
1723,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1724,Suara mesin terlalu bising saat dikendarai,negatif
1725,Handling mobil ini luar biasa di jalan berliku,positif
1726,Showroom sangat membantu selama proses pembelian,positif
1727,Mobil sering mogok meskipun baru dibeli,negatif
1728,AC mobil tidak dingin sejak pertama pakai,negatif
1729,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1730,Garansi yang diberikan membuat saya merasa aman,positif
1731,Garansi yang diberikan membuat saya merasa aman,positif
1732,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1733,Desain interiornya modern dan elegan,positif
1734,Saya sangat puas dengan performa mesin mobil ini,positif
1735,Handling mobil ini luar biasa di jalan berliku,positif
1736,Desain interiornya modern dan elegan,positif
1737,Garansi yang diberikan membuat saya merasa aman,positif
1738,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1739,Mobil sering mogok meskipun baru dibeli,negatif
1740,Sangat cocok untuk keluarga kecil seperti saya,positif
1741,Suspensi terlalu keras membuat tidak nyaman,negatif
1742,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1743,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
1744,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1745,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1746,Suara mesin terlalu bising saat dikendarai,negatif
1747,Garansi yang diberikan membuat saya merasa aman,positif
1748,Suara mesin terlalu bising saat dikendarai,negatif
1749,Harga tidak sebanding dengan kualitas yang diberikan,negatif
1750,Sangat cocok untuk keluarga kecil seperti saya,positif
1751,Suara mesin terlalu bising saat dikendarai,negatif
1752,Showroom sangat membantu selama proses pembelian,positif
1753,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1754,Mesin cepat panas dan boros bahan bakar,negatif
1755,Handling mobil ini luar biasa di jalan berliku,positif
1756,Suara mesin terlalu bising saat dikendarai,negatif
1757,Mesin cepat panas dan boros bahan bakar,negatif
1758,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
1759,Suara mesin terlalu bising saat dikendarai,negatif
1760,Desain interiornya modern dan elegan,positif
1761,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1762,Fitur mobil sering error dan tidak berfungsi,negatif
1763,Handling mobil ini luar biasa di jalan berliku,positif
1764,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1765,Pelayanan di bengkel luar biasa dan sangat cepat,positif
1766,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1767,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
1768,Sangat cocok untuk keluarga kecil seperti saya,positif
1769,Dealer tidak responsif terhadap keluhan pelanggan,negatif
1770,Garansi yang diberikan membuat saya merasa aman,positif
1771,Suara mesin terlalu bising saat dikendarai,negatif
1772,Mesin cepat panas dan boros bahan bakar,negatif
1773,Suspensi terlalu keras membuat tidak nyaman,negatif
1774,Saya sangat puas dengan performa mesin mobil ini,positif
1775,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
